summary_group,item_name,hf_type,num,den,avg_score
"Are stocks of TB drugs and reagents well monitored? [Questions 13, 14 and 15]","Chaque réactif utilisé pour le laboratoire de TB a sa  fiche de stock complètement et correctement rempli, incluant le nom du produit, dosage, forme,  numéro de lot, date dexpiration,  les transactions sont mentionnées à leur date denregistrement, le stock maximum, minimum et le point de commande durgence, la consommation mensuelle, le nombre de mois de stock. ",Health Center,151.0,242.0,62.396694214876035
"Are stocks of TB drugs and reagents well monitored? [Questions 13, 14 and 15]","Chaque réactif utilisé pour le laboratoire de TB a sa  fiche de stock complètement et correctement rempli, incluant le nom du produit, dosage, forme,  numéro de lot, date dexpiration,  les transactions sont mentionnées à leur date denregistrement, le stock maximum, minimum et le point de commande durgence, la consommation mensuelle, le nombre de mois de stock. ","Hospital (DH,PH,RH)",95.0,105.0,90.47619047619048
"Are stocks of TB drugs and reagents well monitored? [Questions 13, 14 and 15]","Les   médicamenst anti-TB  de 1ère ligne, le solde sur la fiche de stock correspond à la quantité physique à la Phcie Stock+Phcie la fiche de  Dispensation est regulièrement realisé  [Pour l'hopital vérifier tous les médicaments. Pour le centre de sante: RHZE et RH adult]",Health Center,196.0,243.0,80.65843621399176
"Are stocks of TB drugs and reagents well monitored? [Questions 13, 14 and 15]","Les   médicamenst anti-TB  de 1ère ligne, le solde sur la fiche de stock correspond à la quantité physique à la Phcie Stock+Phcie la fiche de  Dispensation est regulièrement realisé  [Pour l'hopital vérifier tous les médicaments. Pour le centre de sante: RHZE et RH adult]","Hospital (DH,PH,RH)",94.0,106.0,88.67924528301887
Are there personnel trained on Practical Approach to Lung Health (PAL) strategy and PAL instruments available for use? [QuestionsNew 44 and New 45],"*Salbutamol en Aérosol pour crises legères qui agit immédiatement . 

* Béclomethasone en Aérosol  pour les crises persistantes sevère.

",Health Center,345.0,486.0,70.98765432098766
Are there personnel trained on Practical Approach to Lung Health (PAL) strategy and PAL instruments available for use? [QuestionsNew 44 and New 45],"*Salbutamol en Aérosol pour crises legères qui agit immédiatement . 

* Béclomethasone en Aérosol  pour les crises persistantes sevère.

","Hospital (DH,PH,RH)",184.0,212.0,86.79245283018868
Are there personnel trained on Practical Approach to Lung Health (PAL) strategy and PAL instruments available for use? [QuestionsNew 44 and New 45],"Catégories (Cfr PAL Guide, page 20)",Health Center,7962.0,9822.0,81.06291997556507
Are there personnel trained on Practical Approach to Lung Health (PAL) strategy and PAL instruments available for use? [QuestionsNew 44 and New 45],"Catégories (Cfr PAL Guide, page 20)","Hospital (DH,PH,RH)",1813.0,1845.0,98.26558265582655
Are there personnel trained on Practical Approach to Lung Health (PAL) strategy and PAL instruments available for use? [QuestionsNew 44 and New 45],La FOSA a-t-elle  au moins un infirmier et/ou Médecin formé sur l' Approche Pratique de la Santé Respiratoire (APSR/PAL) qui travaille dans le service de consultation et/ou NCDs,Health Center,166.0,243.0,68.3127572016461
Are there personnel trained on Practical Approach to Lung Health (PAL) strategy and PAL instruments available for use? [QuestionsNew 44 and New 45],La FOSA a-t-elle  au moins un infirmier et/ou Médecin formé sur l' Approche Pratique de la Santé Respiratoire (APSR/PAL) qui travaille dans le service de consultation et/ou NCDs,"Hospital (DH,PH,RH)",90.0,105.0,85.71428571428571
Are there personnel trained on Practical Approach to Lung Health (PAL) strategy and PAL instruments available for use? [QuestionsNew 44 and New 45],La FOSA dispose d'un guideline de PEC des maladies des voies respiratoires et les cas d'asthme sont bien classifiés dans le registre de consultation générale (NCDs Service) ?,Health Center,742.0,1200.0,61.83333333333333
Are there personnel trained on Practical Approach to Lung Health (PAL) strategy and PAL instruments available for use? [QuestionsNew 44 and New 45],La FOSA dispose d'un guideline de PEC des maladies des voies respiratoires et les cas d'asthme sont bien classifiés dans le registre de consultation générale (NCDs Service) ?,"Hospital (DH,PH,RH)",409.0,515.0,79.41747572815534
Are there personnel trained on Practical Approach to Lung Health (PAL) strategy and PAL instruments available for use? [QuestionsNew 44 and New 45],La FOSA dispose du matériel de diagnostique et de suivi des problèmes respiratoires ,Health Center,997.0,1464.0,68.10109289617486
Are there personnel trained on Practical Approach to Lung Health (PAL) strategy and PAL instruments available for use? [QuestionsNew 44 and New 45],La FOSA dispose du matériel de diagnostique et de suivi des problèmes respiratoires ,"Hospital (DH,PH,RH)",547.0,636.0,86.0062893081761
Are there personnel trained on Practical Approach to Lung Health (PAL) strategy and PAL instruments available for use? [QuestionsNew 44 and New 45],Les cas de BPCO/COPD sont bien classifiés dans le registre de consultation générale (NCDs Service) ?,Health Center,477.0,1130.0,42.21238938053097
Are there personnel trained on Practical Approach to Lung Health (PAL) strategy and PAL instruments available for use? [QuestionsNew 44 and New 45],Les cas de BPCO/COPD sont bien classifiés dans le registre de consultation générale (NCDs Service) ?,"Hospital (DH,PH,RH)",327.0,500.0,65.4
"Does TB infection control plan exist, implemented and its implementation monitored?[Questions 20, 21, 22, 23, 24 and 25]","Demander deux staffs dans chacun des services de consultation externe, ARV, hospitalisation et laboratoire s'ils connaissent l'existence de plan de controle d'infection tuberculeuse(valider si le staff peut te dire le trois mesures CI:administrative, environnementale et protection personnelle)/ Ask staffs in outpatient services, ARVs, laboratory and hospital if they are aware of TB infection control plan (validate whether the staff can tell you the three IC measures: administrative, environmental and personal protection)",Health Center,1318.0,1968.0,66.97154471544715
"Does TB infection control plan exist, implemented and its implementation monitored?[Questions 20, 21, 22, 23, 24 and 25]","Demander deux staffs dans chacun des services de consultation externe, ARV, hospitalisation et laboratoire s'ils connaissent l'existence de plan de controle d'infection tuberculeuse(valider si le staff peut te dire le trois mesures CI:administrative, environnementale et protection personnelle)/ Ask staffs in outpatient services, ARVs, laboratory and hospital if they are aware of TB infection control plan (validate whether the staff can tell you the three IC measures: administrative, environmental and personal protection)","Hospital (DH,PH,RH)",642.0,848.0,75.70754716981132
"Does TB infection control plan exist, implemented and its implementation monitored?[Questions 20, 21, 22, 23, 24 and 25]",Existe t il un comite et un point focal de controle de l'infection?/ Is there a committee and a focal point for control of infection?,Health Center,340.0,490.0,69.38775510204081
"Does TB infection control plan exist, implemented and its implementation monitored?[Questions 20, 21, 22, 23, 24 and 25]",Existe t il un comite et un point focal de controle de l'infection?/ Is there a committee and a focal point for control of infection?,"Hospital (DH,PH,RH)",194.0,210.0,92.38095238095238
"Does TB infection control plan exist, implemented and its implementation monitored?[Questions 20, 21, 22, 23, 24 and 25]",Existe t-il un plan de control de l'infection TB actualise (annee fiscale ou annee calendaire actuelle)/ Is there a plan to control TB infection updates (current fiscal year or calendar year),Health Center,156.0,246.0,63.41463414634146
"Does TB infection control plan exist, implemented and its implementation monitored?[Questions 20, 21, 22, 23, 24 and 25]",Existe t-il un plan de control de l'infection TB actualise (annee fiscale ou annee calendaire actuelle)/ Is there a plan to control TB infection updates (current fiscal year or calendar year),"Hospital (DH,PH,RH)",81.0,106.0,76.41509433962264
"Does TB infection control plan exist, implemented and its implementation monitored?[Questions 20, 21, 22, 23, 24 and 25]",Existe t-il une evaluation de plan de controle de l'infection/ Is there an infection control plan assessment ,Health Center,95.0,243.0,39.09465020576132
"Does TB infection control plan exist, implemented and its implementation monitored?[Questions 20, 21, 22, 23, 24 and 25]",Existe t-il une evaluation de plan de controle de l'infection/ Is there an infection control plan assessment ,"Hospital (DH,PH,RH)",58.0,106.0,54.71698113207547
"Does TB infection control plan exist, implemented and its implementation monitored?[Questions 20, 21, 22, 23, 24 and 25]",La formation sur terrain sur les mesures CI a ete faite/ On site training on IC measures has been done,Health Center,112.0,245.0,45.714285714285715
"Does TB infection control plan exist, implemented and its implementation monitored?[Questions 20, 21, 22, 23, 24 and 25]",La formation sur terrain sur les mesures CI a ete faite/ On site training on IC measures has been done,"Hospital (DH,PH,RH)",61.0,106.0,57.54716981132076
"Does TB infection control plan exist, implemented and its implementation monitored?[Questions 20, 21, 22, 23, 24 and 25]",existe t-il un plan d'IEC (verifier si le theme sur la TB est donné au moins une fois la semaine)/ is there an IEC plan (check if TB topic is given at least once a week),Health Center,169.0,244.0,69.26229508196722
"Does TB infection control plan exist, implemented and its implementation monitored?[Questions 20, 21, 22, 23, 24 and 25]",existe t-il un plan d'IEC (verifier si le theme sur la TB est donné au moins une fois la semaine)/ is there an IEC plan (check if TB topic is given at least once a week),"Hospital (DH,PH,RH)",80.0,105.0,76.19047619047619
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],"Sur les 5 derniers patients, combien de patients dont le  poids est mentionne sur la fiche chaque mois ainsi que le BMI calcule au debut du traitement TB",Health Center,786.0,1210.0,64.95867768595042
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],"Sur les 5 derniers patients, combien de patients dont le  poids est mentionne sur la fiche chaque mois ainsi que le BMI calcule au debut du traitement TB","Hospital (DH,PH,RH)",349.0,523.0,66.73040152963671
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),Health Center,575.0,1155.0,49.78354978354979
Does the BMI monitored for TB Patients and nutritional support provided to the eligible patients?[Questions New_70 and New_71],Verifier sur les 5  patients ayant BMI< a 18.5 s'il ont recu CSB selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),"Hospital (DH,PH,RH)",307.0,500.0,61.4
"Is active case finding conducted in TB high risk groups?[Questions 2, 8 and 9]","Parmis des enfants dont on a fait le screening de la TB positif durant les deux trimestres precedents, combien ont beneficie du Test d'intra dermo reaction a la Tuberculine ou de l'examen de laboratoire?",Health Center,3597.0,4220.0,85.23696682464454
"Is active case finding conducted in TB high risk groups?[Questions 2, 8 and 9]","Parmis des enfants dont on a fait le screening de la TB positif durant les deux trimestres precedents, combien ont beneficie du Test d'intra dermo reaction a la Tuberculine ou de l'examen de laboratoire?","Hospital (DH,PH,RH)",153.0,212.0,72.16981132075472
"Is active case finding conducted in TB high risk groups?[Questions 2, 8 and 9]","Sur 10 nouveaux prisonniers entrés au cours de la période evaluée, combien ont beneficié du screening TB á l'entrée ",Health Center,70.0,1820.0,3.8461538461538463
"Is active case finding conducted in TB high risk groups?[Questions 2, 8 and 9]","Sur 10 nouveaux prisonniers entrés au cours de la période evaluée, combien ont beneficié du screening TB á l'entrée ","Hospital (DH,PH,RH)",30.0,840.0,3.571428571428571
"Is active case finding conducted in TB high risk groups?[Questions 2, 8 and 9]","Sur 10 nouveaux prisonniers sortants au cours de la période evaluée, combien ont beneficié du screening TB á la sortie",Health Center,85.0,1820.0,4.670329670329671
"Is active case finding conducted in TB high risk groups?[Questions 2, 8 and 9]","Sur 10 nouveaux prisonniers sortants au cours de la période evaluée, combien ont beneficié du screening TB á la sortie","Hospital (DH,PH,RH)",30.0,830.0,3.614457831325301
"Is active case finding conducted in TB high risk groups?[Questions 2, 8 and 9]","Sur les 10 derniers enfants  enregistrées dans le service de PECIME,  combien ont bénéfié du screening TB?",Health Center,2028.0,2430.0,83.4567901234568
"Is active case finding conducted in TB high risk groups?[Questions 2, 8 and 9]","Sur les 10 derniers enfants  enregistrées dans le service de PECIME,  combien ont bénéfié du screening TB?","Hospital (DH,PH,RH)",127.0,920.0,13.804347826086957
"Is active case finding conducted in TB high risk groups?[Questions 2, 8 and 9]","Sur les 5 derniers patients TPB+ (cohorte enregistre trois trimestres auparavant) , pour combien les investigations de contacts ont été réalisées au debut et à la fin du traitement du cas-index?",Health Center,930.0,1205.0,77.17842323651453
"Is active case finding conducted in TB high risk groups?[Questions 2, 8 and 9]","Sur les 5 derniers patients TPB+ (cohorte enregistre trois trimestres auparavant) , pour combien les investigations de contacts ont été réalisées au debut et à la fin du traitement du cas-index?","Hospital (DH,PH,RH)",320.0,505.0,63.366336633663366
"Is active case finding conducted in TB high risk groups?[Questions 2, 8 and 9]",Verifier les enfants de moins de 5 ans TB contact sur  les fiches de traitement TPB+ s'ils ont commencé le traitement INH (Excepté celui diagnostiqué de TB) ,Health Center,860.0,1170.0,73.50427350427351
"Is active case finding conducted in TB high risk groups?[Questions 2, 8 and 9]",Verifier les enfants de moins de 5 ans TB contact sur  les fiches de traitement TPB+ s'ils ont commencé le traitement INH (Excepté celui diagnostiqué de TB) ,"Hospital (DH,PH,RH)",278.0,485.0,57.319587628865975
"Is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for TB?[Questions 26, 27, 28, 29, 30, 31 and 32]",Demander si le personnel infectés par le VIH est réaffecté au service qui a un faible risque de transmission de la tuberculose/ ask if HIV-infected staff are reassigned to service which has low risk of TB transmission.,Health Center,107.0,216.0,49.53703703703704
"Is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for TB?[Questions 26, 27, 28, 29, 30, 31 and 32]",Demander si le personnel infectés par le VIH est réaffecté au service qui a un faible risque de transmission de la tuberculose/ ask if HIV-infected staff are reassigned to service which has low risk of TB transmission.,"Hospital (DH,PH,RH)",51.0,96.0,53.125
"Is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for TB?[Questions 26, 27, 28, 29, 30, 31 and 32]",Existe t-il un registre de screening de la TB chez le personnel soignant et non soignant bien remplit?/ Is there a screening TB registry for health care provider well filled?,Health Center,208.0,243.0,85.59670781893004
"Is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for TB?[Questions 26, 27, 28, 29, 30, 31 and 32]",Existe t-il un registre de screening de la TB chez le personnel soignant et non soignant bien remplit?/ Is there a screening TB registry for health care provider well filled?,"Hospital (DH,PH,RH)",101.0,106.0,95.28301886792453
"Is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for TB?[Questions 26, 27, 28, 29, 30, 31 and 32]",Existe t-il une separation des tousseurs avec les autres patient qui ne toussent pas?/ Is there a separation of coughing patient with others who do not cough?,Health Center,196.0,243.0,80.65843621399176
"Is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for TB?[Questions 26, 27, 28, 29, 30, 31 and 32]",Existe t-il une separation des tousseurs avec les autres patient qui ne toussent pas?/ Is there a separation of coughing patient with others who do not cough?,"Hospital (DH,PH,RH)",95.0,105.0,90.47619047619048
"Is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for TB?[Questions 26, 27, 28, 29, 30, 31 and 32]",Il existe des affiches sur lhygiene de la toux postées au niveau de FOSA (salles d'attente consultation externe et ARV)/ There are posters on cough hygiene posted at FOSA (OPD and ART waiting rooms),Health Center,318.0,492.0,64.63414634146342
"Is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for TB?[Questions 26, 27, 28, 29, 30, 31 and 32]",Il existe des affiches sur lhygiene de la toux postées au niveau de FOSA (salles d'attente consultation externe et ARV)/ There are posters on cough hygiene posted at FOSA (OPD and ART waiting rooms),"Hospital (DH,PH,RH)",164.0,212.0,77.35849056603774
"Is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for TB?[Questions 26, 27, 28, 29, 30, 31 and 32]",Le screening de la tuberculose est fait systematiquement a tout le personnel au moins une fois l'an (dans le registre si le nombre correspond avec l'effectif de staff de la FOSA)/ The screening of tuberculosis has been done systematically to all staff at least once a year (check in the registry if the number corresponds with staff in HF),Health Center,205.0,242.0,84.71074380165288
"Is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for TB?[Questions 26, 27, 28, 29, 30, 31 and 32]",Le screening de la tuberculose est fait systematiquement a tout le personnel au moins une fois l'an (dans le registre si le nombre correspond avec l'effectif de staff de la FOSA)/ The screening of tuberculosis has been done systematically to all staff at least once a year (check in the registry if the number corresponds with staff in HF),"Hospital (DH,PH,RH)",96.0,105.0,91.42857142857143
"Is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for TB?[Questions 26, 27, 28, 29, 30, 31 and 32]",Le triage des tousseurs  est effectué au service d'ARV?/ Coughing triage is performed on ART clinic?,Health Center,156.0,242.0,64.46280991735537
"Is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for TB?[Questions 26, 27, 28, 29, 30, 31 and 32]",Le triage des tousseurs  est effectué au service d'ARV?/ Coughing triage is performed on ART clinic?,"Hospital (DH,PH,RH)",88.0,105.0,83.80952380952381
"Is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for TB?[Questions 26, 27, 28, 29, 30, 31 and 32]",Le triage des tousseurs  est effectué en consultation externe/ Coughing triage is performed on an outpatient department?,Health Center,166.0,245.0,67.75510204081633
"Is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for TB?[Questions 26, 27, 28, 29, 30, 31 and 32]",Le triage des tousseurs  est effectué en consultation externe/ Coughing triage is performed on an outpatient department?,"Hospital (DH,PH,RH)",74.0,106.0,69.81132075471697
"Leprosy control[Questions 43, 44, 45, 46, 47, 48, 49, 50 and 51]","Chaque mois, le suivi clinique est-il effectué pour tout malade mis sous traitement anti-lepreux durant les six derniers mois",Health Center,5.0,5.0,100.0
"Leprosy control[Questions 43, 44, 45, 46, 47, 48, 49, 50 and 51]","Chaque mois, le suivi clinique est-il effectué pour tout malade mis sous traitement anti-lepreux durant les six derniers mois","Hospital (DH,PH,RH)",4.0,4.0,100.0
"Leprosy control[Questions 43, 44, 45, 46, 47, 48, 49, 50 and 51]","Dans la PEC de la lepre, on ne parle pas de rupture de stock quand on n'a pas un malade à traiter. ",Health Center,7.0,7.0,100.0
"Leprosy control[Questions 43, 44, 45, 46, 47, 48, 49, 50 and 51]","Dans la PEC de la lepre, on ne parle pas de rupture de stock quand on n'a pas un malade à traiter. ","Hospital (DH,PH,RH)",33.0,33.0,100.0
"Leprosy control[Questions 43, 44, 45, 46, 47, 48, 49, 50 and 51]","Les examens de contact sont ils effectués au debut du traitement du cas index, et une fois l'annee pour les anciens cas.",Health Center,6.0,6.0,100.0
"Leprosy control[Questions 43, 44, 45, 46, 47, 48, 49, 50 and 51]","Les examens de contact sont ils effectués au debut du traitement du cas index, et une fois l'annee pour les anciens cas.","Hospital (DH,PH,RH)",4.0,4.0,100.0
"Leprosy control[Questions 43, 44, 45, 46, 47, 48, 49, 50 and 51]",Toute FOSA au niveau du pays doit donner  des séances d'IECs sur la lepre en se focalisant sur  les signes de suspicion.,Health Center,174.0,490.0,35.51020408163265
"Leprosy control[Questions 43, 44, 45, 46, 47, 48, 49, 50 and 51]",Toute FOSA au niveau du pays doit donner  des séances d'IECs sur la lepre en se focalisant sur  les signes de suspicion.,"Hospital (DH,PH,RH)",96.0,210.0,45.714285714285715
"Leprosy control[Questions 43, 44, 45, 46, 47, 48, 49, 50 and 51]",Toute FOSA au niveau du pays doit donner  des séances d'IECs sur la lepre en se focalisant sur  les signes de suspicion.inform educ communicatio,"Hospital (DH,PH,RH)",0.0,2.0,0.0
"Leprosy control[Questions 43, 44, 45, 46, 47, 48, 49, 50 and 51]","Vérifier ou s'assurer de l'existence et le remplissage des outils suivants:
1. Registre de dépistage/screening de lèpre
2. Fiche de traitement lèpre 
3. Registre de cas lèpre
4. Registre d'examen de contact/Chimio-prophylaxie 
5. Registre d'invalidités due à la lèpre
",Health Center,66.0,946.0,6.976744186046512
"Leprosy control[Questions 43, 44, 45, 46, 47, 48, 49, 50 and 51]","Vérifier ou s'assurer de l'existence et le remplissage des outils suivants:
1. Registre de dépistage/screening de lèpre
2. Fiche de traitement lèpre 
3. Registre de cas lèpre
4. Registre d'examen de contact/Chimio-prophylaxie 
5. Registre d'invalidités due à la lèpre
","Hospital (DH,PH,RH)",38.0,450.0,8.444444444444445
TPT Implementation [Questions 70 and71],"Existe t-il la registre TPT, protocole de prise en charge de la tuberculose latente/TPT version 2022, fiche de patient pour TPT(TPT patient file) ",Health Center,290.0,355.0,81.69014084507043
TPT Implementation [Questions 70 and71],"Existe t-il la registre TPT, protocole de prise en charge de la tuberculose latente/TPT version 2022, fiche de patient pour TPT(TPT patient file) ","Hospital (DH,PH,RH)",222.0,265.0,83.77358490566039
TPT Implementation [Questions 70 and71],"Sur 5 patients TPB+, leurs contacts agés de plus de 5 ans ont réçu l'IDR à la recherche de la TB latente?",Health Center,231.0,360.0,64.16666666666667
TPT Implementation [Questions 70 and71],"Sur 5 patients TPB+, leurs contacts agés de plus de 5 ans ont réçu l'IDR à la recherche de la TB latente?","Hospital (DH,PH,RH)",167.0,259.0,64.47876447876449
