hf_name,genexpert_site,hf_type,hf_tb_type,fy,province,district,summary_group,normes,item_name,num,den
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"are tb monitoring tools existing, update and well used; supervisions and internal trainings conducted? [questions11, 12, 38, 39, 40, 41 and 42]",,"existe t-il  des versions actualisées du registre de laboratoire ( cdt/ct) 2023, registre des cas ( cdt /ct)  version 2023, registre de triage des tousseurs vesrion 2023 ,  fiches de traitement 2022,   bon de labo version 2022 , registre du screening tb parmi le personnel existant",4.0,5.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"are tb monitoring tools existing, update and well used; supervisions and internal trainings conducted? [questions11, 12, 38, 39, 40, 41 and 42]",,"sur les 10 derniers patients présumés tb, combien ont une identification correcte: numéros, date, nom, prénom, âge, sexe, adresse , id et facteurs de risque tb et toute autre info necessaire selon les directives du tb m&e sops ?",10.0,10.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"are tb monitoring tools existing, update and well used; supervisions and internal trainings conducted? [questions11, 12, 38, 39, 40, 41 and 42]",,"sur les 5 derniers malades tb enregistrés (toutes formes), combien ont une identification correcte (numéros, date, nom, prénom, âge, sexe, adresse et toute autre info necessaireselon les directives du tb m&e sops) ?",5.0,5.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"are tb monitoring tools existing, update and well used; supervisions and internal trainings conducted? [questions11, 12, 38, 39, 40, 41 and 42]",,"sur les 5 derniers patients tpb+, combien ont les bons de laboratoires de diagnostique microscopique et/ou par genexpert agraffés sur la fiche de traitement ?",5.0,5.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"are tb monitoring tools existing, update and well used; supervisions and internal trainings conducted? [questions11, 12, 38, 39, 40, 41 and 42]",,la fosa dispose-t-elle d'un plan de formations continues internes de son personnel sur la tb?,1.0,1.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,are there personnel trained on practical approach to lung health (pal) strategy and pal instruments available for use? [questionsnew 44 and new 45],toute fosa doit avoir au moins une personne formée sur apsr/pal,la fosa a-t-elle  au moins un infirmier et/ou médecin formé sur l' approche pratique de la santé respiratoire (apsr/pal) qui travaille dans le service de consultation et/ou ncds,1.0,1.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,are there personnel trained on practical approach to lung health (pal) strategy and pal instruments available for use? [questionsnew 44 and new 45],toute fosa doit avoir le matériel de base de diagnostique des maladies respiratoires,la fosa dispose du matériel de diagnostique et de suivi des problèmes respiratoires,6.0,6.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,are there personnel trained on practical approach to lung health (pal) strategy and pal instruments available for use? [questionsnew 44 and new 45],la fosa classifie les crises d'asthme selon leur degré de gravité.,la fosa dispose d'un guideline de pec des maladies des voies respiratoires et les cas d'asthme sont bien classifiés dans le registre de consultation générale (ncds service) ?,5.0,5.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,are there personnel trained on practical approach to lung health (pal) strategy and pal instruments available for use? [questionsnew 44 and new 45],la fosa classifie les crises de bpco/copd selon leur degré de gravité.,les cas de bpco/copd sont bien classifiés dans le registre de consultation générale (ncds service) ?,5.0,5.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,are there personnel trained on practical approach to lung health (pal) strategy and pal instruments available for use? [questionsnew 44 and new 45],la fosa a des  médicaments en aérosol de secours pour les cas avec detresses respiratoires (salbutamol spray & béclomethasone spray),"*salbutamol en aérosol pour crises legères qui agit immédiatement . 

* béclomethasone en aérosol  pour les crises persistantes sevère.",2.0,2.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"leprosy control[questions 43, 44, 45, 46, 47, 48, 49, 50 and 51]","disponibilité et remplissage des outils de collecte des informations clés, dans les zones endemiques.

district endémiques: rusizi, gisagara, bugesera et ngoma.","vérifier ou s'assurer de l'existence et le remplissage des outils suivants:
1. registre de dépistage/screening de lèpre
2. fiche de traitement lèpre 
3. registre de cas lèpre
4. registre d'examen de contact/chimio-prophylaxie 
5. registre d'invalidités due à la lèpre",,5.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"leprosy control[questions 43, 44, 45, 46, 47, 48, 49, 50 and 51]",la sensibilisation sur la lepre,toute fosa au niveau du pays doit donner  des séances d'iecs sur la lepre en se focalisant sur  les signes de suspicion.,2.0,2.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"active drug safety monitoring and management (adsm) [questions 59, 60 and 61]",la gestion des effets secondaires (examens paracliniques),"sur les 5 derniers cas tb, verifier si les examens paracliniques ont etes demandes au debut de traitment tb (nfs, sgpt, sgot, ?gt, uree, creatinine, glycemie)",5.0,5.0
butaro dh,yes,hospital,cdt,2023-2024,northern,burera,"active drug safety monitoring and management (adsm) [questions 59, 60 and 61]",la gestion des effets secondaires (conduite tenue),"pour les cas tb qui ont eu des effets secondaires aux medicaments anti-tb, verifier si la conduite est tenue selon les normes.",0.0,0.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are algorithms for tb screening, tb diagnosis and tb treatment available and displayed in health facilities?[questions 1 and 10]",toute fosa doit rendre disponible des algorithmes de tb &ord et etre a la portee de l'utilisateur:,"les services vih/arv, consultations externes, hospitalisations et de pec de la tb disposent ils la boite des algorithmes de tb&ord version 2017.",4.0,4.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are algorithms for tb screening, tb diagnosis and tb treatment available and displayed in health facilities?[questions 1 and 10]",toute fosa doit rendre disponible des algorithmes de tb &ord et etre a la portee de l'utilisateur:,"les services vih/arv, consultations externes, hospitalisations et de pec de la tb disposent ils du manuel technique  de tb&ord version 2020.",4.0,4.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]",,"sur 10 nouveaux prisonniers entrés au cours de la période evaluée, combien ont beneficié du screening tb á l'entrée",,10.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]",,"sur 10 nouveaux prisonniers sortants au cours de la période evaluée, combien ont beneficié du screening tb á la sortie",,10.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"sur les échantillons reçus   il y a 3 jours, vérifier si les résultats sont mentionnés dans le registre de lab",3.0,3.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"durant le mois passé, combien de jours le microscope optique ou led était opérationnel ?",30.0,30.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",la machine xpert doit être  regulierement opérationnelle dans les sites gnexpert,"pour les sites xpert, durant le mois passé, combien de jours la machine xpert était opérationnelle ?",30.0,30.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]","pour tout  patient  tpb+,  les examens de contacts doivent êre  réalisée  au debut et à la fin du traitement du cas-index?","sur les 5 derniers patients tpb+ (cohorte enregistre trois trimestres auparavant) , pour combien les investigations de contacts ont été réalisées au debut et à la fin du traitement du cas-index?",5.0,5.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]","les enfants   en consultation  dans le service de pecime,  doivent bénéfier du screening tb.","sur les 10 derniers enfants  enregistrées dans le service de pecime,  combien ont bénéfié du screening tb?",,10.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are tb monitoring tools existing, update and well used; supervisions and internal trainings conducted? [questions11, 12, 38, 39, 40, 41 and 42]",,"durant le trimestre passé, la fosa a-t-il reçu au moins deux supervisions/mentorship par trimestre par le hd (pour le cs) ou au moins une fois le semestre  par le niveau central  (pour le hd) sur la gestion des malades tb ?",1.0,1.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are tb monitoring tools existing, update and well used; supervisions and internal trainings conducted? [questions11, 12, 38, 39, 40, 41 and 42]",,"pour le trimestre passé, combien de rapports de supervisions mensuelles des encadreurs des agents de santé communautaire du cs  vers les asc sont disponibles  et archivés  incluant le rapport de sensibilsation ,depistage , et prise en charge des cas  , les patients presumés de tb",,3.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are stocks of tb drugs and reagents well monitored? [questions 13, 14 and 15]","tous les médicament anti-tb de 1ère ligne doit avoir  sa  fiche de stock complètement et correctement rempli, incluant le nom du produit, dosage, forme,  numéro de lot, date dexpiration,  les transactions sont mentionnées à leur date denregistrement, le stock maximum, minimum et le point de commande durgence, la consommation mensuelle, le nombre de mois de stock, etc.","chaque médicament anti-tb de 1ère ligne a sa  fiche de stock complètement et correctement rempli, incluant le nom du produit, dosage, forme,  numéro de lot, date dexpiration,  les transactions sont mentionnées à leur date denregistrement, le stock maximum, minimum et le point de commande durgence, la consommation mensuelle, le nombre de mois de stock. [pour le cdtvérifier tous les médicaments: rhze, rh adult,  rhz,et e, rh enfant, tuberculin]",1.0,1.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are stocks of tb drugs and reagents well monitored? [questions 13, 14 and 15]",,"les   médicamenst anti-tb  de 1ère ligne, le solde sur la fiche de stock correspond à la quantité physique à la phcie stock+phcie la fiche de  dispensation est regulièrement realisé  [pour l'hopital vérifier tous les médicaments. pour le centre de sante: rhze et rh adult]",1.0,1.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are stocks of tb drugs and reagents well monitored? [questions 13, 14 and 15]",,"chaque réactif utilisé pour le laboratoire de tb a sa  fiche de stock complètement et correctement rempli, incluant le nom du produit, dosage, forme,  numéro de lot, date dexpiration,  les transactions sont mentionnées à leur date denregistrement, le stock maximum, minimum et le point de commande durgence, la consommation mensuelle, le nombre de mois de stock.",1.0,1.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]",le traitement anti tb doit etre initié au plus tard le lendemain du diagnostic tb ?,"sur les 5 derniers cas tb sous anti-tb, combien ont initié le traitement tb au plus tard le lendemain du diagnostic tb ?",5.0,5.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]",,"sur les 5 derniers cas tb sous anti-tb, combien parmi eux le dosage concorde avec le poids?",5.0,5.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,does the bmi monitored for tb patients and nutritional support provided to the eligible patients?[questions new_70 and new_71],le suivi  nutrinionnel doit etre fait mensuellement pour chaque patient sous anti tb.,"sur les 5 derniers patients, combien de patients dont le  poids est mentionne sur la fiche chaque mois ainsi que le bmi calcule au debut du traitement tb",5.0,5.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,does the bmi monitored for tb patients and nutritional support provided to the eligible patients?[questions new_70 and new_71],,verifier sur les 5  patients ayant bmi< a 18.5 s'il ont recu csb selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),5.0,5.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]","pour tout tb vih+  sous anti-tb enregistrés  le trimestre précédent il y a 8 semaines  , les arv doivent etre systematiquement admistres    avec date de début et régime précisés .","sur les 5 derniers cas tb vih+ sous anti-tb et enregistrés  le trimestre précédent, combien ont  ete mis  sous arv endeans 8 semaines?",5.0,5.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]","le  ""one stop tb hiv service"" doit etre fonctionnel  dans toute les fosa","la fosa (cdt ou ct) possede un bureau de ""one stop tb hiv service"" fonctionnel?",1.0,1.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"does tb infection control plan exist, implemented and its implementation monitored?[questions 20, 21, 22, 23, 24 and 25]",,existe t il un comite et un point focal de controle de l'infection?/ is there a committee and a focal point for control of infection?,2.0,2.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"does tb infection control plan exist, implemented and its implementation monitored?[questions 20, 21, 22, 23, 24 and 25]",,existe t-il un plan de control de l'infection tb actualise (annee fiscale ou annee calendaire actuelle)/ is there a plan to control tb infection updates (current fiscal year or calendar year),1.0,1.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"does tb infection control plan exist, implemented and its implementation monitored?[questions 20, 21, 22, 23, 24 and 25]",,existe t-il une evaluation de plan de controle de l'infection/ is there an infection control plan assessment,1.0,1.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"does tb infection control plan exist, implemented and its implementation monitored?[questions 20, 21, 22, 23, 24 and 25]",,la formation sur terrain sur les mesures ci a ete faite/ on site training on ic measures has been done,1.0,1.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"does tb infection control plan exist, implemented and its implementation monitored?[questions 20, 21, 22, 23, 24 and 25]",,existe t-il un plan d'iec (verifier si le theme sur la tb est donné au moins une fois la semaine)/ is there an iec plan (check if tb topic is given at least once a week),1.0,1.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for tb?[questions 26, 27, 28, 29, 30, 31 and 32]",le triage des tousseurs  doit etre effectué en consultation externe/ coughing triage is performed on an outpatient department,le triage des tousseurs  est effectué en consultation externe/ coughing triage is performed on an outpatient department?,1.0,1.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for tb?[questions 26, 27, 28, 29, 30, 31 and 32]",le triage des tousseurs  doit etre effectué au service d'arv?/ coughing triage is performed on art clinic,le triage des tousseurs  est effectué au service d'arv?/ coughing triage is performed on art clinic?,1.0,1.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for tb?[questions 26, 27, 28, 29, 30, 31 and 32]",le   registre de screening de la tb de personnel soignant et non soignant doit etre completement et correctement bien remplit / is there a screening tb registry for health care provider well filled,existe t-il un registre de screening de la tb chez le personnel soignant et non soignant bien remplit?/ is there a screening tb registry for health care provider well filled?,1.0,1.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for tb?[questions 26, 27, 28, 29, 30, 31 and 32]",le screening de la tuberculose doit eter fait systematiquement a tout le personnel au moins une fois l'an(,le screening de la tuberculose est fait systematiquement a tout le personnel au moins une fois l'an (dans le registre si le nombre correspond avec l'effectif de staff de la fosa)/ the screening of tuberculosis has been done systematically to all staff at least once a year (check in the registry if the number corresponds with staff in hf),1.0,1.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for tb?[questions 26, 27, 28, 29, 30, 31 and 32]",le système  de  separation des tousseurs avec les autres patient qui ne toussent pas doivent etre mise en application / is there a separation of coughing patient with others who do not cough?,existe t-il une separation des tousseurs avec les autres patient qui ne toussent pas?/ is there a separation of coughing patient with others who do not cough?,1.0,1.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"is the general population informed on cough hygiene, coughing patients separated from others, health facilities workers screened for tb?[questions 26, 27, 28, 29, 30, 31 and 32]",les affiches sur lhygiene de la toux  doivent etre postées au niveau de fosa (salles d'attente consultation externe et arv)/ there are posters on cough hygiene posted at fosa (opd and art waiting rooms),il existe des affiches sur lhygiene de la toux postées au niveau de fosa (salles d'attente consultation externe et arv)/ there are posters on cough hygiene posted at fosa (opd and art waiting rooms),2.0,2.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are rooms where tb services are provided well ventilated and health workers personal protection existing and used? [questions 33, 34, 35, 36 and 37]",les portes et les fenêtres ouvertes  doivent etre maintenues ouvertes  dans le service lorque cela est possible,les posters  pour garder les portes et les fenêtres ouvertes lorsque cela est possible sonten place/signage is in place to keep doors and windows open when feasible.,1.0,1.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are rooms where tb services are provided well ventilated and health workers personal protection existing and used? [questions 33, 34, 35, 36 and 37]",les salles dattente doivent  etre aeré espace aéré ou suffisamment ventilé/ waiting rooms are in a ventilated space or sufficient ventilation,les salles dattente sont dans un espace aéré ou suffisamment ventilé/ waiting rooms are in a ventilated space or sufficient ventilation,1.0,1.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are rooms where tb services are provided well ventilated and health workers personal protection existing and used? [questions 33, 34, 35, 36 and 37]",les masques respirateurs sont disponible pour le staff / respirators masks are readily available for staff.,les masques respirateurs sont disponible pour le staff (labo et prise en charge tb) / respirators masks are readily available for staff.,1.0,1.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are rooms where tb services are provided well ventilated and health workers personal protection existing and used? [questions 33, 34, 35, 36 and 37]",le personnel a ete formé sur le port correct de masques respirateurs?(verifier en lui demandant de porter/ staff have been trained on proper fit of respirators?(check by asking her to wear).,le personnel a ete formé sur le port correct de masques respirateurs?(verifier en lui demandant de porter/ staff have been trained on proper fit of respirators?(check by asking her to wear).,1.0,1.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are tb monitoring tools existing, update and well used; supervisions and internal trainings conducted? [questions11, 12, 38, 39, 40, 41 and 42]",,"sur les 5 derniers malades tb enregistrés (toutes formes), combien ont une identification correcte (numéros, date, nom, prénom, âge, sexe, adresse et toute autre info necessaireselon les directives du tb m&e sops) ?",5.0,5.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are tb monitoring tools existing, update and well used; supervisions and internal trainings conducted? [questions11, 12, 38, 39, 40, 41 and 42]",,"sur les 5 derniers patients tpb+, combien ont les bons de laboratoires de diagnostique microscopique et/ou par genexpert agraffés sur la fiche de traitement ?",5.0,5.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are tb monitoring tools existing, update and well used; supervisions and internal trainings conducted? [questions11, 12, 38, 39, 40, 41 and 42]",,la fosa dispose-t-elle d'un plan de formations continues internes de son personnel sur la tb?,1.0,1.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are patients with multi drugs resistant tb (mdr-tb) in ambulatory phase controlled (microscopy and culture) for effectiveness of their treatment? [questions new 46, new 47 and new 48]",la microscopie de suivi chez les malades tb-mr est faite chaque mois. les résultats sont transcrits dans le dossier médical tb-mr.,"1. vérifier dans le registre tb-mr national le nombre total des malades tb-mr suivis dans la formation sanitaire évaluée;
2. vérifier la présence des résultats de microscopie sur les bons de laboratoire;
3. vérifier le dossier médical tb-mr;
4. considérer la date d'arrivée du patient dans la fosa.",,
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are patients with multi drugs resistant tb (mdr-tb) in ambulatory phase controlled (microscopy and culture) for effectiveness of their treatment? [questions new 46, new 47 and new 48]",l'échantillon de culture de suivi chez les malades tb-mr est envoyé chaque mois au lnr. l'accusé de réception et/ou le résultat disponible.,"1. vérifier dans le registre tb-mr national le nombre total des malades tb-mr suivis dans la formation sanitaire évaluée;
2. vérifier la présence des bons de laboratoire pour culture;
3. vérifier le dossier médical tb-mr.
4. considérer la date d'arrivée du patient dans la fosa.",,
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"are patients with multi drugs resistant tb (mdr-tb) in ambulatory phase controlled (microscopy and culture) for effectiveness of their treatment? [questions new 46, new 47 and new 48]","la culture de suivi chez les malades tb-mr est faite chaque mois. les résultats sont transcrits dans le dossier médical tb-mr. pour les échantillons de cultures envoyés durant le trimestre précédent la période d'évaluation, combien ont eu des résultats  des cultures de chaque mois avec bon de résultat lnr attaché?","1. vérifier dans le registre tb-mr national le nombre total des malades tb-mr suivis dans la formation sanitaire évaluée;
2. vérifier la présence des résultats sur les bons de laboratoire pour culture;
3. vérifier le dossier médical tb-mr.",,
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,are there personnel trained on practical approach to lung health (pal) strategy and pal instruments available for use? [questionsnew 44 and new 45],toute fosa doit avoir au moins une personne formée sur apsr/pal,la fosa a-t-elle  au moins un infirmier et/ou médecin formé sur l' approche pratique de la santé respiratoire (apsr/pal) qui travaille dans le service de consultation et/ou ncds,1.0,1.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,are there personnel trained on practical approach to lung health (pal) strategy and pal instruments available for use? [questionsnew 44 and new 45],la fosa classifie les crises d'asthme selon leur degré de gravité.,la fosa dispose d'un guideline de pec des maladies des voies respiratoires et les cas d'asthme sont bien classifiés dans le registre de consultation générale (ncds service) ?,5.0,5.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,are there personnel trained on practical approach to lung health (pal) strategy and pal instruments available for use? [questionsnew 44 and new 45],la fosa classifie les crises de bpco/copd selon leur degré de gravité.,les cas de bpco/copd sont bien classifiés dans le registre de consultation générale (ncds service) ?,5.0,5.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,are there personnel trained on practical approach to lung health (pal) strategy and pal instruments available for use? [questionsnew 44 and new 45],la fosa a des  médicaments en aérosol de secours pour les cas avec detresses respiratoires (salbutamol spray & béclomethasone spray),"*salbutamol en aérosol pour crises legères qui agit immédiatement . 

* béclomethasone en aérosol  pour les crises persistantes sevère.",2.0,2.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"leprosy control[questions 43, 44, 45, 46, 47, 48, 49, 50 and 51]","disponibilité et remplissage des outils de collecte des informations clés, dans les zones endemiques.

district endémiques: rusizi, gisagara, bugesera et ngoma.","vérifier ou s'assurer de l'existence et le remplissage des outils suivants:
1. registre de dépistage/screening de lèpre
2. fiche de traitement lèpre 
3. registre de cas lèpre
4. registre d'examen de contact/chimio-prophylaxie 
5. registre d'invalidités due à la lèpre",,5.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"leprosy control[questions 43, 44, 45, 46, 47, 48, 49, 50 and 51]","chaque mois, le suivi clinique est-il effectué pour tout malade mis sous traitement anti-lepreux durant les six derniers mois","chaque mois, le suivi clinique est-il effectué pour tout malade mis sous traitement anti-lepreux durant les six derniers mois",,
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"leprosy control[questions 43, 44, 45, 46, 47, 48, 49, 50 and 51]","disponibilité des plaquettes suffisantes selon le type de lépre en cours de traitement (mb: 12 plaquettes, pb: 6 plaquettes)","dans la pec de la lepre, on ne parle pas de rupture de stock quand on n'a pas un malade à traiter.",,
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"leprosy control[questions 43, 44, 45, 46, 47, 48, 49, 50 and 51]","les examens de contact sont ils effectués au debut du traitement du cas index, et une fois l'annee pour les anciens cas.","les examens de contact sont ils effectués au debut du traitement du cas index, et une fois l'annee pour les anciens cas.",,
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,"leprosy control[questions 43, 44, 45, 46, 47, 48, 49, 50 and 51]",la sensibilisation sur la lepre,toute fosa au niveau du pays doit donner  des séances d'iecs sur la lepre en se focalisant sur  les signes de suspicion.,2.0,2.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,tpt implementation [questions 70 and71],,"existe t-il la registre tpt, protocole de prise en charge de la tuberculose latente/tpt version 2022, fiche de patient pour tpt(tpt patient file)",5.0,5.0
rutongo dh,yes,hospital,cdt,2023-2024,northern,rulindo,tpt implementation [questions 70 and71],,"sur 5 patients tpb+, leurs contacts agés de plus de 5 ans ont réçu l'idr à la recherche de la tb latente?",5.0,5.0
gahini dh,yes,hospital,cdt,2023-2024,eastern,kayonza,"are tb monitoring tools existing, update and well used; supervisions and internal trainings conducted? [questions11, 12, 38, 39, 40, 41 and 42]",les prestataires doivent avoir les connaissances de bases sur la gestion de la tb et tb-hiv,"les prestataires des services arv, consultations externes, hospitalisations et de pec de la tb,  ont -ils recu une formation sur la gestion de la tb et tb-hiv dans les 12 derniers mois?",4.0,4.0
gahini dh,yes,hospital,cdt,2023-2024,eastern,kayonza,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]",,"sur 10 nouveaux prisonniers entrés au cours de la période evaluée, combien ont beneficié du screening tb á l'entrée",,10.0
gahini dh,yes,hospital,cdt,2023-2024,eastern,kayonza,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]",,"sur 10 nouveaux prisonniers sortants au cours de la période evaluée, combien ont beneficié du screening tb á la sortie",,10.0
gahini dh,yes,hospital,cdt,2023-2024,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"sur les 10 derniers patients hospitalises( 5 pediatrie,5medecine interne), combien ont beneficie  du screening de la tb et prise en charge selon le protocole?",,10.0
gahini dh,yes,hospital,cdt,2023-2024,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"sur les 10 derniers cas presumes tb, combien ont beneficies des examens d'investigations (un ou plusieurs examens selon le cas).",10.0,10.0
gahini dh,yes,hospital,cdt,2023-2024,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"sur les échantillons reçus   il y a 3 jours, vérifier si les résultats sont mentionnés dans le registre de lab",3.0,3.0
gahini dh,yes,hospital,cdt,2023-2024,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"pour les sites xpert, sur les 10 derniers patients présumés tb éligibles pour xpert et dont leurs échantillons ont été examinés par xpert, combien ont  les résultats xpert disponibles endéans 3 jours de réception de l'échantillon?",10.0,10.0
gahini dh,yes,hospital,cdt,2023-2024,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"durant le mois passé, combien de jours le microscope optique ou led était opérationnel ?",30.0,30.0
gahini dh,yes,hospital,cdt,2023-2024,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",la machine xpert doit être  regulierement opérationnelle dans les sites gnexpert,"pour les sites xpert, durant le mois passé, combien de jours la machine xpert était opérationnelle ?",30.0,30.0
gahini dh,yes,hospital,cdt,2023-2024,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,vérifier  pour les 5 derniers cas éligibles à la culture  et dst si les résultats sont disponibles avec bon de résultat du lnr disponible,0.0,5.0
gahini dh,yes,hospital,cdt,2023-2024,eastern,kayonza,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]","pour tout  patient  tpb+,  les examens de contacts doivent êre  réalisée  au debut et à la fin du traitement du cas-index?","sur les 5 derniers patients tpb+ (cohorte enregistre trois trimestres auparavant) , pour combien les investigations de contacts ont été réalisées au debut et à la fin du traitement du cas-index?",,5.0
